DATE	type	rarity	vendor	level	name	attribute_slot	attribute_value	attribute_type
2022-10-04	mod	header-he	シアター	40	Russian Doll Protocol	マイン	4.2	ダメージ
2022-10-04	mod	header-he	シアター	40	Magnetostrictive Material	シールド	4.2	ディフレクターダメージ
2022-10-04	mod	header-he	シアター	40	Hardened Casing	ファイアフライ	5.8	スキルヘイスト
2022-10-04	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-10-04	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	16.2	スキル修復
2022-10-04	mod	header-he	キャンパス	40	Liquid Nitrogen Cooling System	ケミランチャー	4.2	持続時間
2022-10-04	mod	header-he	キャンパス	40	Cooling Vents	ハイヴ	4.0	スティムチャージ
2022-10-04	mod	header-he	キャンパス	40	Exploded Blueprint	パルス	5.0	スキルヘイスト
2022-10-04	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.1	持続時間
2022-10-04	mod	header-defensive	DZウエスト	40	Defensive System: Mending	gear	8.5	電波妨害耐性
2022-10-04	mod	header-he	DZウエスト	40	Ball Bearings	マイン	6.3	HP
2022-10-04	mod	header-he	DZウエスト	40	Magnetostrictive Material	シールド	4.2	ディフレクターダメージ
2022-10-04	mod	header-he	DZウエスト	40	Tungsten Compound	ファイアフライ	5.9	ダメージ
2022-10-04	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2022-10-04	mod	header-offensive	DZサウス	40	Offensive Protocol: Critical	gear	7.2	ヘッドショットダメージ上昇
2022-10-04	mod	header-he	DZサウス	40	Graphene Battery	ドローン	6.3	偏向持続時間
2022-10-04	mod	header-he	DZサウス	40	Carbon Fiber Barrel	タレット	6.0	スキルヘイスト
2022-10-04	mod	header-he	DZサウス	40	Improved Sticky Launcher	粘着爆弾	4.3	スキルヘイスト
2022-10-04	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	8.4	スキル持続時間
2022-10-04	mod	header-he	DZイースト	40	PVA Polymer Coating	ケミランチャー	6.1	回復
2022-10-04	mod	header-he	DZイースト	40	Radar Signal Antennas	ハイヴ	8.3	スティム効率
2022-10-04	mod	header-he	DZイースト	40	Atmospheric Analyzer	パルス	14.0	HP
2022-10-04	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.3	持続時間
2022-10-04	mod	header-utility	ヘイヴン	40	Utility System: Assist	gear	10.1	スキルヘイスト
2022-10-04	mod	header-utility	ヘイヴン	40	Utility Protocol: Intensity	gear	10.1	スキルヘイスト
2022-10-04	mod	header-he	ヘイヴン	40	Hollow-point Bullets	ドローン	4.7	ダメージ軽減
2022-10-04	mod	header-he	ヘイヴン	40	Guiding System	ファイアフライ	1.0	最多ターゲット
2022-10-04	mod	header-he	ヘイヴン	40	Trap Charge Improvement	トラップ	4.2	持続時間
2022-10-04	mod	header-defensive	ベニテス	40	Defensive System: Mending	gear	8.5	トラップ耐性
2022-10-04	mod	header-defensive	ベニテス	40	Defensive Protocol: Resilience	gear	8.3	パルス耐性
2022-10-04	mod	header-he	ベニテス	40	Weather Coating	タレット	7.4	HP
2022-10-04	mod	header-he	ベニテス	40	Swarm Control	ハイヴ	4.1	持続時間
2022-10-04	mod	header-he	ベニテス	40	Improved Sticky Launcher	粘着爆弾	5.0	ブラスト範囲
2022-10-04	mod	header-offensive	キャシー	40	Offensive Protocol: Critical	gear	5.0	クリティカル率
2022-10-04	mod	header-he	キャシー	40	Cell Penetrating Peptide	ケミランチャー	14.7	トラップHP
2022-10-11	mod	header-offensive	ホワイトハウス	40	Offensive System: Firearms	gear	4.6	クリティカル率
2022-10-11	mod	header-he	ホワイトハウス	40	Freedom Package	ドローン	7.9	スキャン範囲
2022-10-11	mod	header-he	ホワイトハウス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2022-10-11	mod	header-he	ホワイトハウス	40	Improved Sticky Launcher	粘着爆弾	4.1	スキルヘイスト
2022-10-11	mod	header-defensive	クランショップ	40	Defensive System: Mending	gear	12.0	対エリート防御
2022-10-11	mod	header-defensive	クランショップ	40	Defensive Protocol: Resilience	gear	8.9	視聴覚ダメージ耐性
2022-10-11	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	8.6	スキル持続時間
2022-10-11	mod	header-he	クランショップ	40	Micro Conduits	ファイアフライ	6.1	スキルヘイスト
2022-10-11	mod	header-he	シアター	40	Defensive Protocol: Resilience	gear	8.6	電波妨害耐性
2022-10-11	mod	header-he	シアター	40	Ball Bearings	マイン	1.0	クラスターマイン
2022-10-11	mod	header-he	シアター	40	Shape-memory Alloy	シールド	4.2	ディフレクターダメージ
2022-10-11	mod	header-he	シアター	40	Micro Conduits	ファイアフライ	6.1	スキルヘイスト
2022-10-11	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-10-11	mod	header-utility	キャンパス	40	Utility System: Assist	gear	16.1	スキル修復
2022-10-11	mod	header-he	キャンパス	40	Pharmacokinetic Enhancer	ケミランチャー	4.2	持続時間
2022-10-11	mod	header-he	キャンパス	40	Steel Harness	ハイヴ	4.0	スティンガーチャージ
2022-10-11	mod	header-he	キャンパス	40	Heating Mantle	パルス	14.5	HP
2022-10-11	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2022-10-11	mod	header-utility	ヘイヴン	40	Utility System: Assist	gear	16.2	スキル修復
2022-10-11	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Critical	gear	9.9	クリティカルダメージ
2022-10-11	mod	header-he	ヘイヴン	40	Smart UHMWPE Lexicon	シールド	4.1	ディフレクターダメージ
2022-10-11	mod	header-he	ヘイヴン	40	Extra Payload	ハイヴ	8.2	リバイバーアーマー修復
2022-10-11	mod	header-he	ヘイヴン	40	Trap Charge Improvement	トラップ	4.3	持続時間
2022-10-11	mod	header-offensive	ベニテス	40	Offensive System: Dexterity	gear	10.0	クリティカルダメージ
2022-10-11	mod	header-defensive	ベニテス	40	Defensive Protocol: Resilience	gear	8.6	電波妨害耐性
2022-10-11	mod	header-he	ベニテス	40	Shape-memory Alloy	シールド	4.2	ディフレクターダメージ
2022-10-11	mod	header-he	ベニテス	40	Steel Harness	ハイヴ	4.0	修復チャージ
2022-10-11	mod	header-he	ベニテス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-10-11	mod	header-defensive	DZウエスト	40	Defensive Protocol: Resilience	gear	8.6	出血耐性
2022-10-11	mod	header-he	DZウエスト	40	Phosphorus Ingredient	マイン	1.0	クラスターマイン
2022-10-11	mod	header-he	DZウエスト	40	Magnetostrictive Material	シールド	1.0	ダメージボーナス(敵1体ごと)
2022-10-11	mod	header-he	DZウエスト	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2022-10-11	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2022-10-11	mod	header-offensive	DZサウス	40	Offensive System: Firearms	gear	10.1	クリティカルダメージ
2022-10-11	mod	header-he	DZサウス	40	Graphene Battery	ドローン	6.4	偏向持続時間
2022-10-11	mod	header-he	DZサウス	40	Carbon Fiber Barrel	タレット	5.7	持続時間
2022-10-11	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	6.4	ダメージ
2022-10-11	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	10.3	スキルヘイスト
2022-10-11	mod	header-he	DZイースト	40	Pharmacokinetic Enhancer	ケミランチャー	4.2	持続時間
2022-10-11	mod	header-he	DZイースト	40	Polycarbonate Housing	ハイヴ	4.2	持続時間
2022-10-11	mod	header-he	DZイースト	40	Silicon Carbide Coil	パルス	8.6	範囲
2022-10-11	mod	header-he	DZイースト	40	Trap Electronics Upgrade	トラップ	5.8	ショック範囲
2022-10-11	mod	header-defensive	キャシー	40	Defensive System: Mending	gear	12.0	対エリート防御
2022-10-11	mod	header-he	キャシー	40	Sturdy Piston	マイン	6.3	回復
2022-10-18	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	10.1	クリティカルダメージ
2022-10-18	mod	header-he	ホワイトハウス	40	Gimbal Vibration Damping	ドローン	6.4	持続時間
2022-10-18	mod	header-he	ホワイトハウス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2022-10-18	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-10-18	mod	header-defensive	クランショップ	40	Defensive System: Mending	gear	8.7	電波妨害耐性
2022-10-18	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	8.6	視聴覚ダメージ耐性
2022-10-18	mod	header-utility	クランショップ	40	Utility System: Electronics	gear	10.3	スキルヘイスト
2022-10-18	mod	header-he	クランショップ	40	Steel Harness	ハイヴ	4.0	射程
2022-10-18	mod	header-defensive	シアター	40	Defensive Protocol: Stamina	gear	8.5	出血耐性
2022-10-18	mod	header-he	シアター	40	Delivery System Upgrade	マイン	4.1	範囲
2022-10-18	mod	header-he	シアター	40	Shape-memory Alloy	シールド	4.2	シールドHP
2022-10-18	mod	header-he	シアター	40	Vac Pack	ファイアフライ	6.0	ダメージ
2022-10-18	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-10-18	mod	header-offensive	ヘイヴン	40	Offensive System: Firearms	gear	4.7	クリティカル率
2022-10-18	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Stamina	gear	8.6	トラップ耐性
2022-10-18	mod	header-he	ヘイヴン	40	Sturdy Piston	マイン	4.8	スキルヘイスト
2022-10-18	mod	header-he	ヘイヴン	40	Atmospheric Analyzer	パルス	5.0	スキルヘイスト
2022-10-18	mod	header-he	ヘイヴン	40	Decoy Housing Shell	デコイ	5.5	HP
2022-10-18	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	9.9	スキルヘイスト
2022-10-18	mod	header-he	キャンパス	40	Liquid Nitrogen Cooling System	ケミランチャー	6.1	スキルヘイスト
2022-10-18	mod	header-he	キャンパス	40	Steel Harness	ハイヴ	4.0	スティムチャージ
2022-10-18	mod	header-he	キャンパス	40	Atmospheric Analyzer	パルス	5.0	スキルヘイスト
2022-10-18	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	5.8	持続時間
2022-10-18	mod	header-utility	ベニテス	40	Utility Protocol: Electronics	gear	9.9	スキルヘイスト
2022-10-18	mod	header-defensive	ベニテス	40	Defensive Protocol: Resilience	gear	8.5	視聴覚ダメージ耐性
2022-10-18	mod	header-he	ベニテス	40	Supramolecular Networks	シールド	4.0	ダメージボーナス(敵1体ごと)
2022-10-18	mod	header-he	ベニテス	40	Heating Mantle	パルス	14.7	HP
2022-10-18	mod	header-he	ベニテス	40	Improved Sticky Launcher	粘着爆弾	4.7	ブラスト範囲
2022-10-18	mod	header-defensive	DZウエスト	40	Defensive Protocol: Resilience	gear	8.2	炎上耐性
2022-10-18	mod	header-he	DZウエスト	40	Phosphorus Ingredient	マイン	6.3	HP
2022-10-18	mod	header-he	DZウエスト	40	Cementitious Material	シールド	4.3	シールドHP
2022-10-18	mod	header-he	DZウエスト	40	RAM Surplus	ファイアフライ	1.0	最多ターゲット
2022-10-18	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2022-10-18	mod	header-offensive	DZサウス	40	Offensive Protocol: Critical	gear	7.0	ヘッドショットダメージ上昇
2022-10-18	mod	header-he	DZサウス	40	Graphene Battery	ドローン	6.3	偏向持続時間
2022-10-18	mod	header-he	DZサウス	40	SHD CPU V.2	タレット	5.7	持続時間
2022-10-18	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-10-18	mod	header-utility	DZイースト	40	Utility Protocol: Intensity	gear	16.1	スキル修復
2022-10-18	mod	header-he	DZイースト	40	Ecotoxicology Research	ケミランチャー	4.2	持続時間
2022-10-18	mod	header-he	DZイースト	40	Backpack Battery	ハイヴ	7.9	HP
2022-10-18	mod	header-he	DZイースト	40	Distributed Architecture	パルス	8.7	範囲
2022-10-18	mod	header-he	DZイースト	40	Trap Electronics Upgrade	トラップ	5.7	持続時間
2022-10-18	mod	header-defensive	キャシー	40	Defensive System: Mending	gear	8.7	電波妨害耐性
2022-10-18	mod	header-he	キャシー	40	Nickel-Chromium Wire	パルス	6.5	コーンサイズ
2022-10-25	mod	header-offensive	ホワイトハウス	40	Offensive System: Dexterity	gear	10.1	クリティカルダメージ
2022-10-25	mod	header-he	ホワイトハウス	40	Graphene Battery	ドローン	6.3	偏向持続時間
2022-10-25	mod	header-he	ホワイトハウス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2022-10-25	mod	header-he	ホワイトハウス	40	Improved Sticky Launcher	粘着爆弾	5.0	ブラスト範囲
2022-10-25	mod	header-defensive	クランショップ	40	Defensive System: Mending	gear	17.5	修復量
2022-10-25	mod	header-he	クランショップ	40	Polypropylene Recipe	ケミランチャー	6.3	範囲
2022-10-25	mod	header-defensive	クランショップ	40	Defensive Protocol: Stamina	gear	8.9	出血耐性
2022-10-25	mod	header-he	クランショップ	40	Additional Ordnance	ドローン	6.6	アーマー修理
2022-10-25	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	8.2	炎上耐性
2022-10-25	mod	header-he	シアター	40	Magnetic Disc	マイン	1.0	クラスターマイン
2022-10-25	mod	header-he	シアター	40	Smart UHMWPE Lexicon	シールド	4.2	ディフレクターダメージ
2022-10-25	mod	header-he	シアター	40	Vac Pack	ファイアフライ	5.9	視覚奪取効果持続時間
2022-10-25	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-10-25	mod	header-utility	キャンパス	40	Utility System: Electronics	gear	9.9	スキルヘイスト
2022-10-25	mod	header-he	キャンパス	40	PVA Polymer Coating	ケミランチャー	7.3	トラップ持続時間
2022-10-25	mod	header-he	キャンパス	40	Experimental Blend	ハイヴ	8.2	リバイバーアーマー修復
2022-10-25	mod	header-he	キャンパス	40	Nickel-Chromium Wire	パルス	6.4	コーンサイズ
2022-10-25	mod	header-he	キャンパス	40	Trap Electronics Upgrade	トラップ	5.9	ショック範囲
2022-10-25	mod	header-defensive	DZウエスト	40	Defensive Protocol: Resilience	gear	8.2	パルス耐性
2022-10-25	mod	header-he	DZウエスト	40	Delivery System Upgrade	マイン	4.3	ダメージ
2022-10-25	mod	header-he	DZウエスト	40	Titanium Reinforcement	シールド	4.1	アクティブ自動回復
2022-10-25	mod	header-he	DZウエスト	40	Propantriol Adhesive	ファイアフライ	6.1	視覚奪取効果持続時間
2022-10-25	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2022-10-25	mod	header-offensive	DZサウス	40	Offensive System: Firearms	gear	7.2	ヘッドショットダメージ上昇
2022-10-25	mod	header-he	DZサウス	40	Reinforced Rotor Blades	ドローン	8.2	HP
2022-10-25	mod	header-he	DZサウス	40	Carbon Fiber Barrel	タレット	6.1	スキルヘイスト
2022-10-25	mod	header-he	DZサウス	40	Improved Sticky Launcher	粘着爆弾	5.0	ブラスト範囲
2022-10-25	mod	header-utility	DZイースト	40	Utility System: Electronics	gear	9.9	スキルヘイスト
2022-10-25	mod	header-he	DZイースト	40	Liquid Nitrogen Cooling System	ケミランチャー	1.0	弾薬
2022-10-25	mod	header-he	DZイースト	40	Experimental Blend	ハイヴ	4.2	ダメージ
2022-10-25	mod	header-he	DZイースト	40	Atmospheric Analyzer	パルス	4.9	スキルヘイスト
2022-10-25	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.1	持続時間
2022-10-25	mod	header-defensive	ヘイヴン	40	Defensive System: Mending	gear	8.4	混乱耐性
2022-10-25	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Stamina	gear	8.5	パルス耐性
2022-10-25	mod	header-he	ヘイヴン	40	Russian Doll Protocol	マイン	4.3	ダメージ
2022-10-25	mod	header-he	ヘイヴン	40	Micro Conduits	ファイアフライ	5.9	スキルヘイスト
2022-10-25	mod	header-he	ヘイヴン	40	Trap Electronics Upgrade	トラップ	5.8	ショック範囲
2022-10-25	mod	header-defensive	ベニテス	40	Defensive System: Mending	gear	8.5	パルス耐性
2022-10-25	mod	header-defensive	ベニテス	40	Defensive Protocol: Resilience	gear	17.0	修復量
2022-10-25	mod	header-he	ベニテス	40	Ammo Box	タレット	6.0	持続時間
2022-10-25	mod	header-he	ベニテス	40	Hardened Casing	ファイアフライ	5.9	スキルヘイスト
2022-10-25	mod	header-he	ベニテス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2022-10-25	mod	header-defensive	キャシー	40	Defensive System: Mending	gear	17.5	修復量
2022-10-25	mod	header-he	キャシー	40	Polypropylene Recipe	ケミランチャー	6.3	範囲
2022-11-01	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	7.3	ヘッドショットダメージ上昇
2022-11-01	mod	header-he	ホワイトハウス	40	Explosive Requisition	ドローン	8.6	HP
2022-11-01	mod	header-he	ホワイトハウス	40	Ammo Box	タレット	7.8	HP
2022-11-01	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	6.4	ダメージ
2022-11-01	mod	header-defensive	クランショップ	40	Defensive Protocol: Resilience	gear	8.8	混乱耐性
2022-11-01	mod	header-offensive	クランショップ	40	Offensive System: Firearms	gear	4.7	クリティカル率
2022-11-01	mod	header-offensive	クランショップ	40	Offensive System: Dexterity	gear	8.3	ヘッドショットダメージ上昇
2022-11-01	mod	header-he	クランショップ	40	Ecotoxicology Research	ケミランチャー	6.3	スキルヘイスト
2022-11-01	mod	header-defensive	シアター	40	Defensive System: Mending	gear	8.3	電波妨害耐性
2022-11-01	mod	header-he	シアター	40	Delivery System Upgrade	マイン	5.0	スキルヘイスト
2022-11-01	mod	header-he	シアター	40	Liquid Metal Microdroplets	シールド	4.1	ホルスタード自動回復
2022-11-01	mod	header-he	シアター	40	Propantriol Adhesive	ファイアフライ	5.9	ダメージ
2022-11-01	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-11-01	mod	header-utility	キャンパス	40	Utility Protocol: Intensity	gear	10.2	スキルヘイスト
2022-11-01	mod	header-he	キャンパス	40	Slip Fit Tube	ケミランチャー	4.1	ダメージ
2022-11-01	mod	header-he	キャンパス	40	Radar Signal Antennas	ハイヴ	8.4	スティム効率
2022-11-01	mod	header-he	キャンパス	40	Atmospheric Analyzer	パルス	14.3	HP
2022-11-01	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.1	持続時間
2022-11-01	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.4	混乱耐性
2022-11-01	mod	header-he	DZウエスト	40	Russian Doll Protocol	マイン	4.3	ダメージ
2022-11-01	mod	header-he	DZウエスト	40	Dielectric Elastomers	シールド	4.1	ホルスタード自動回復
2022-11-01	mod	header-he	DZウエスト	40	Hardened Casing	ファイアフライ	7.9	スピード
2022-11-01	mod	header-he	DZウエスト	40	Decoy Housing Shell	デコイ	6.0	HP
2022-11-01	mod	header-offensive	DZサウス	40	Offensive System: Firearms	gear	4.6	クリティカル率
2022-11-01	mod	header-he	DZサウス	40	Graphene Battery	ドローン	6.4	持続時間
2022-11-01	mod	header-he	DZサウス	40	SHD CPU V.2	タレット	6.1	持続時間
2022-11-01	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-11-01	mod	header-utility	DZイースト	40	Utility System: Assist	gear	15.8	スキル修復
2022-11-01	mod	header-he	DZイースト	40	Imbued Metal String	ケミランチャー	7.3	トラップ持続時間
2022-11-01	mod	header-he	DZイースト	40	Backpack Battery	ハイヴ	4.3	持続時間
2022-11-01	mod	header-he	DZイースト	40	Unstable Oscillator	パルス	8.8	範囲
2022-11-01	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.1	持続時間
2022-11-01	mod	header-utility	ヘイヴン	40	Utility System: Assist	gear	10.2	スキルヘイスト
2022-11-01	mod	header-defensive	ヘイヴン	40	Defensive Protocol: Resilience	gear	8.4	電波妨害耐性
2022-11-01	mod	header-he	ヘイヴン	40	Lubrication Gel	タレット	4.3	炎上ダメージ
2022-11-01	mod	header-he	ヘイヴン	40	PVA Polymer Coating	ケミランチャー	5.9	回復
2022-11-01	mod	header-he	ヘイヴン	40	Trap Charge Improvement	トラップ	4.1	持続時間
2022-11-01	mod	header-offensive	ベニテス	40	Offensive System: Dexterity	gear	7.0	ヘッドショットダメージ上昇
2022-11-01	mod	header-defensive	ベニテス	40	Defensive Protocol: Stamina	gear	8.2	視聴覚ダメージ耐性
2022-11-01	mod	header-he	ベニテス	40	Organic Circuits	タレット	1.0	追加スナイパー弾薬
2022-11-01	mod	header-he	ベニテス	40	Microwave Amplifier	パルス	8.6	範囲
2022-11-01	mod	header-he	ベニテス	40	Decoy Housing Shell	デコイ	6.0	HP
2022-11-01	mod	header-defensive	キャシー	40	Defensive Protocol: Resilience	gear	8.8	混乱耐性
2022-11-01	mod	header-he	キャシー	40	Exploded Blueprint	パルス	8.9	効果持続時間
2022-11-08	mod	header-offensive	ホワイトハウス	40	Offensive System: Firearms	gear	7.6	ヘッドショットダメージ上昇
2022-11-08	mod	header-he	ホワイトハウス	40	Trauma Analyzer	ドローン	8.3	スキャン範囲
2022-11-08	mod	header-he	ホワイトハウス	40	Lubrication Gel	タレット	4.3	ダメージ
2022-11-08	mod	header-he	ホワイトハウス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-11-08	mod	header-utility	クランショップ	40	Utility System: Assist	gear	17.2	スキル修復
2022-11-08	mod	header-he	クランショップ	40	Lubrication Gel	タレット	4.3	炎上ダメージ
2022-11-08	mod	header-he	クランショップ	40	Cementitious Material	シールド	4.5	ディフレクターダメージ
2022-11-08	mod	header-he	クランショップ	40	Delivery System Upgrade	マイン	4.5	範囲
2022-11-08	mod	header-defensive	シアター	40	Defensive System: Mending	gear	8.4	トラップ耐性
2022-11-08	mod	header-he	シアター	40	Sturdy Piston	マイン	4.2	ダメージ
2022-11-08	mod	header-he	シアター	40	Thermoresponsive Polymer	シールド	4.1	ディフレクターダメージ
2022-11-08	mod	header-he	シアター	40	Microfiller Resin	ファイアフライ	1.0	最多ターゲット
2022-11-08	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	5.5	HP
2022-11-08	mod	header-utility	キャンパス	40	Utility System: Assist	gear	9.9	スキルヘイスト
2022-11-08	mod	header-he	キャンパス	40	Imbued Metal String	ケミランチャー	7.4	トラップ持続時間
2022-11-08	mod	header-he	キャンパス	40	Cooling Vents	ハイヴ	4.0	修復チャージ
2022-11-08	mod	header-he	キャンパス	40	Distributed Architecture	パルス	8.7	範囲
2022-11-08	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.2	持続時間
2022-11-08	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.4	電波妨害耐性
2022-11-08	mod	header-he	DZウエスト	40	Larrea Tridentata Infusion	マイン	4.9	スキルヘイスト
2022-11-08	mod	header-he	DZウエスト	40	Shape-memory Alloy	シールド	4.3	アクティブ自動回復
2022-11-08	mod	header-he	DZウエスト	40	Propantriol Adhesive	ファイアフライ	5.7	ダメージ
2022-11-08	mod	header-he	DZウエスト	40	Decoy Housing Shell	デコイ	6.0	HP
2022-11-08	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	10.1	クリティカルダメージ
2022-11-08	mod	header-he	DZサウス	40	Terminal Ballistics	ドローン	2.0	追加爆弾
2022-11-08	mod	header-he	DZサウス	40	Carbon Fiber Barrel	タレット	5.8	持続時間
2022-11-08	mod	header-he	DZサウス	40	Improved Sticky Payload	粘着爆弾	6.2	ダメージ
2022-11-08	mod	header-utility	DZイースト	40	Utility System: Assist	gear	10.1	スキルヘイスト
2022-11-08	mod	header-he	DZイースト	40	Liquid Nitrogen Cooling System	ケミランチャー	4.3	持続時間
2022-11-08	mod	header-he	DZイースト	40	Extra Payload	ハイヴ	8.5	リバイバーアーマー修復
2022-11-08	mod	header-he	DZイースト	40	Distributed Architecture	パルス	8.7	範囲
2022-11-08	mod	header-he	DZイースト	40	Trap Charge Improvement	トラップ	4.2	持続時間
2022-11-08	mod	header-utility	ヘイヴン	40	Utility System: Assist	gear	10.2	スキルヘイスト
2022-11-08	mod	header-offensive	ヘイヴン	40	Offensive Protocol: Critical	gear	7.2	ヘッドショットダメージ上昇
2022-11-08	mod	header-he	ヘイヴン	40	Ball Bearings	マイン	6.5	HP
2022-11-08	mod	header-he	ヘイヴン	40	Internal Storage	ハイヴ	4.0	スティムチャージ
2022-11-08	mod	header-he	ヘイヴン	40	Improved Sticky Payload	粘着爆弾	5.0	ブラスト範囲
2022-11-08	mod	header-offensive	ベニテス	40	Offensive System: Firearms	gear	4.7	クリティカル率
2022-11-08	mod	header-defensive	ベニテス	40	Defensive Protocol: Stamina	gear	16020.0	キルによるアーマー
2022-11-08	mod	header-he	ベニテス	40	Sturdy Piston	マイン	4.1	ダメージ
2022-11-08	mod	header-he	ベニテス	40	Exploded Blueprint	パルス	15.1	HP
2022-11-08	mod	header-he	ベニテス	40	Improved Sticky Payload	粘着爆弾	4.0	炎上持続時間
2022-11-08	mod	header-utility	キャシー	40	Utility System: Assist	gear	17.2	スキル修復
2022-11-08	mod	header-he	キャシー	40	Lubrication Gel	タレット	4.3	炎上ダメージ
2022-11-15	mod	header-offensive	ホワイトハウス	40	Offensive Protocol: Critical	gear	7.6	ヘッドショットダメージ上昇
2022-11-15	mod	header-he	ホワイトハウス	40	Trauma Analyzer	ドローン	7.9	スキャン範囲
2022-11-15	mod	header-he	ホワイトハウス	40	SHD CPU V.2	タレット	5.9	持続時間
2022-11-15	mod	header-he	ホワイトハウス	40	Improved Sticky Launcher	粘着爆弾	4.9	ブラスト範囲
2022-11-15	mod	header-utility	クランショップ	40	Utility Protocol: Intensity	gear	16.6	スキル修復
2022-11-15	mod	header-offensive	クランショップ	40	Offensive System: Dexterity	gear	10.8	クリティカルダメージ
2022-11-15	mod	header-he	クランショップ	40	Improved Sticky Launcher	粘着爆弾	5.2	ブラスト範囲
2022-11-15	mod	header-he	クランショップ	40	Nitroglycerin Mixture	ハイヴ	4.0	射程
2022-11-15	mod	header-defensive	シアター	40	Defensive Protocol: Resilience	gear	8.5	炎上耐性
2022-11-15	mod	header-he	シアター	40	Russian Doll Protocol	マイン	5.9	回復
2022-11-15	mod	header-he	シアター	40	Liquid Metal Microdroplets	シールド	4.3	ディフレクターダメージ
2022-11-15	mod	header-he	シアター	40	Alignment Valve	ファイアフライ	8.1	スピード
2022-11-15	mod	header-he	シアター	40	Decoy Housing Shell	デコイ	6.0	HP
2022-11-15	mod	header-utility	キャンパス	40	Utility System: Assist	gear	16.4	スキル修復
2022-11-15	mod	header-he	キャンパス	40	Ultra-Thin Cartridges	ケミランチャー	6.1	スキルヘイスト
2022-11-15	mod	header-he	キャンパス	40	Nitroglycerin Mixture	ハイヴ	4.0	修復チャージ
2022-11-15	mod	header-he	キャンパス	40	Silicon Carbide Coil	パルス	6.3	コーンサイズ
2022-11-15	mod	header-he	キャンパス	40	Trap Charge Improvement	トラップ	4.3	持続時間
2022-11-15	mod	header-defensive	DZウエスト	40	Defensive Protocol: Stamina	gear	8.4	パルス耐性
2022-11-15	mod	header-he	DZウエスト	40	Ball Bearings	マイン	1.0	クラスターマイン
2022-11-15	mod	header-he	DZウエスト	40	Thermoresponsive Polymer	シールド	1.0	ダメージボーナス(敵1体ごと)
2022-11-15	mod	header-he	DZウエスト	40	Alignment Valve	ファイアフライ	5.7	スキルヘイスト
2022-11-15	mod	header-he	DZウエスト	40	Decoy Projector Internals	デコイ	6.0	持続時間
2022-11-15	mod	header-offensive	DZサウス	40	Offensive System: Dexterity	gear	4.5	クリティカル率
