DATE	type	rarity	vendor	level	name	attributes
2022-04-26	mod	header-he	White House	40	Improved Sticky Launcher	 Chem Launcher<br/>6.4% Duration
2022-04-26	mod	header-offensive	Benitez	40	Offensive System: Dexterity	4.4% Critical Hit Chance 
2022-04-26	mod	header-defensive	Benitez	40	Defensive Protocol: Resilience	8.4% Blind Deaf Resistance 
2022-04-26	mod	header-he	Benitez	40	Liquid Metal Microdroplets	 Shield<br/>4.3% Holstered Regeneration
2022-04-26	mod	header-he	Benitez	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>1 Ammo
2022-04-26	mod	header-he	Benitez	40	Improved Sticky Launcher	 Sticky Bomb<br/>6.2% Duration
2022-04-26	mod	header-utility	Clan	40	Utility System: Electronics	8.6% Skill Duration 
2022-04-26	mod	header-he	Clan	40	Shape-memory Alloy	 Shield<br/>4.5% Shield Health
2022-04-26	mod	header-defensive	Clan	40	Defensive System: Mending	17.1% Incoming Repairs 
2022-04-26	mod	header-he	Clan	40	Cementitious Material	 Shield<br/>4.4% Shield Health
2022-04-26	mod	header-utility	DZ East	40	Utility System: Assist	8.2% Skill Duration 
2022-04-26	mod	header-he	DZ East	40	Imbued Metal String	 Chem Launcher<br/>6.0% Heal
2022-04-26	mod	header-he	DZ East	40	Nitroglycerin Mixture	 Hive<br/>4 Stim Charges
2022-04-26	mod	header-he	DZ East	40	Silicon Carbide Coil	 Pulse<br/>6.3% Cone Size
2022-04-26	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>5.8% Duration
2022-04-26	mod	header-defensive	The Theater	40	Defensive Protocol: Resilience	8.5% Ensnare Resistance 
2022-04-26	mod	header-he	The Theater	40	Larrea Tridentata Infusion	 Seeker Mine<br/>4.7% Skill Haste
2022-04-26	mod	header-he	The Theater	40	Weaved Aramid Fiber	 Shield<br/>4.2% Holstered Regeneration
2022-04-26	mod	header-he	The Theater	40	Hardened Casing	 Firefly<br/>8.3% Speed
2022-04-26	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2022-04-26	mod	header-offensive	DZ South	40	Offensive System: Dexterity	7.4% Headshot Damage 
2022-04-26	mod	header-he	DZ South	40	Additional Ordnance	 Drone<br/>4.7% Damage Reduction
2022-04-26	mod	header-he	DZ South	40	Ammo Box	 Turret<br/>7.7% Health
2022-04-26	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.9% Blast Radius
2022-04-26	mod	header-utility	The Campus	40	Utility System: Assist	10.2% Skill Haste 
2022-04-26	mod	header-he	The Campus	40	Slip Fit Tube	 Chem Launcher<br/>6.3% Burn Strength
2022-04-26	mod	header-he	The Campus	40	Cooling Vents	 Hive<br/>4 Stim Charges
2022-04-26	mod	header-he	The Campus	40	Unstable Oscillator	 Pulse<br/>6.5% Cone Size
2022-04-26	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2022-04-26	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	8.4% Disorient Resistance 
2022-04-26	mod	header-he	DZ West	40	Russian Doll Protocol	 Seeker Mine<br/>4.1% Damage
2022-04-26	mod	header-he	DZ West	40	Thermoresponsive Polymer	 Shield<br/>1 Damage Bonus Per Enemy
2022-04-26	mod	header-he	DZ West	40	Vac Pack	 Firefly<br/>6% Blind Effect Duration
2022-04-26	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>6% Health
2022-04-26	mod	header-he	Cassie	40	Utility System: Electronics	8.6% Skill Duration 
2022-04-26	mod	header-he	Cassie	40	Shape-memory Alloy	 Shield<br/>4.5% Shield Health
2022-05-03	mod	header-offensive	White House	40	Offensive Protocol: Critical	6.9% Headshot Damage 
2022-05-03	mod	header-he	White House	40	Explosive Requisition	 Drone<br/>2 Extra Bombs
2022-05-03	mod	header-he	White House	40	Ammo Box	 Turret<br/>7.9% Health
2022-05-03	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2022-05-03	mod	header-offensive	Haven	40	Offensive System: Firearms	4.3% Critical Hit Chance 
2022-05-03	mod	header-offensive	Haven	40	Offensive Protocol: Critical	9.9% Critical Hit Damage 
2022-05-03	mod	header-he	Haven	40	Cementitious Material	 Shield<br/>4.2% Active Regeneration
2022-05-03	mod	header-he	Haven	40	Liquid Nitrogen Cooling System	 Chem Launcher<br/>1 Ammo
2022-05-03	mod	header-he	Haven	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-05-03	mod	header-utility	Clan	40	Utility System: Electronics	17.2% Repair Skills 
2022-05-03	mod	header-he	Clan	40	Titanium Reinforcement	 Shield<br/>4.4% Shield Health
2022-05-03	mod	header-he	Clan	40	Steel Harness	 Hive<br/>4.0% Radius
2022-05-03	mod	header-he	Clan	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.4% Skill Haste
2022-05-03	mod	header-defensive	Benitez	40	Defensive System: Mending	17.1% Incoming Repairs 
2022-05-03	mod	header-defensive	Benitez	40	Defensive Protocol: Resilience	8.5% Burn Resistance 
2022-05-03	mod	header-he	Benitez	40	Weaved Aramid Fiber	 Shield<br/>4.3% Deflector Damage
2022-05-03	mod	header-he	Benitez	40	Cooling Vents	 Hive<br/>4 Repair Charges
2022-05-03	mod	header-he	Benitez	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2022-05-03	mod	header-defensive	The Theater	40	Defensive Protocol: Resilience	16,020 Armor on Kill 
2022-05-03	mod	header-he	The Theater	40	Brushless DC-motor	 Seeker Mine<br/>4.2% Radius
2022-05-03	mod	header-he	The Theater	40	Shape-memory Alloy	 Shield<br/>4.3% Active Regeneration
2022-05-03	mod	header-he	The Theater	40	Tungsten Compound	 Firefly<br/>5.9% Damage
2022-05-03	mod	header-he	The Theater	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-05-03	mod	header-utility	DZ East	40	Utility Protocol: Intensity	10.1% Skill Haste 
2022-05-03	mod	header-he	DZ East	40	Feed Strip	 Chem Launcher<br/>4.3% Damage
2022-05-03	mod	header-he	DZ East	40	Radar Signal Antennas	 Hive<br/>8.4% Stim Efficiency
2022-05-03	mod	header-he	DZ East	40	Atmospheric Analyzer	 Pulse<br/>14.0% Health
2022-05-03	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2022-05-03	mod	header-utility	The Campus	40	Utility System: Electronics	15.6% Repair Skills 
2022-05-03	mod	header-he	The Campus	40	Hydrocloric Infusion	 Chem Launcher<br/>5.7% Radius
2022-05-03	mod	header-he	The Campus	40	Extra Payload	 Hive<br/>8.5% Stim Efficiency
2022-05-03	mod	header-he	The Campus	40	Exploded Blueprint	 Pulse<br/>5.0% Skill Haste
2022-05-03	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2022-05-03	mod	header-offensive	DZ South	40	Offensive System: Firearms	6.9% Headshot Damage 
2022-05-03	mod	header-he	DZ South	40	Additional Ordnance	 Drone<br/>4.3% Damage
2022-05-03	mod	header-he	DZ South	40	Carbon Fiber Barrel	 Turret<br/>5.9% Duration
2022-05-03	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>4.9% Blast Radius
2022-05-03	mod	header-defensive	DZ West	40	Defensive System: Mending	8.6% Disrupt Resistance 
2022-05-03	mod	header-he	DZ West	40	Delivery System Upgrade	 Seeker Mine<br/>4.1% Damage
2022-05-03	mod	header-he	DZ West	40	Shape-memory Alloy	 Shield<br/>4.1% Active Regeneration
2022-05-03	mod	header-he	DZ West	40	Alignment Valve	 Firefly<br/>7.9% Speed
2022-05-03	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-05-03	mod	header-utility	Cassie	40	Utility System: Electronics	17.2% Repair Skills 
2022-05-03	mod	header-he	Cassie	40	Titanium Reinforcement	 Shield<br/>4.4% Shield Health
2022-05-10	mod	header-offensive	White House	40	Offensive Protocol: Critical	9.9% Critical Hit Damage 
2022-05-10	mod	header-he	White House	40	Blitzkrieg Blasting Powder	 Drone<br/>6.4% Duration
2022-05-10	mod	header-he	White House	40	Magnetic Rail	 Turret<br/>4.3% Burn Damage
2022-05-10	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>4.9% Blast Radius
2022-05-10	mod	header-offensive	Clan	40	Offensive System: Firearms	8.1% Headshot Damage 
2022-05-10	mod	header-he	Clan	40	Heating Mantle	 Pulse<br/>5.3% Skill Haste
2022-05-10	mod	header-offensive	Clan	40	Offensive System: Dexterity	8.1% Headshot Damage 
2022-05-10	mod	header-he	Clan	40	Polypropylene Recipe	 Chem Launcher<br/>6.4% Radius
2022-05-10	mod	header-defensive	The Theater	40	Defensive Protocol: Stamina	15517 Armor on Kill 
2022-05-10	mod	header-he	The Theater	40	Brushless DC-motor	 Seeker Mine<br/>4.2% Damage
2022-05-10	mod	header-he	The Theater	40	Synthetic Mineral Frame	 Shield<br/>4.1% Deflector Damage
2022-05-10	mod	header-he	The Theater	40	Propantriol Adhesive	 Firefly<br/>5.7% Blind Deaf Resistance
2022-05-10	mod	header-he	The Theater	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-05-10	mod	header-utility	The Campus	40	Utility Protocol: Intensity	10.1% Skill Haste 
2022-05-10	mod	header-he	The Campus	40	Slip Fit Tube	 Chem Launcher<br/>4.1% Damage
2022-05-10	mod	header-he	The Campus	40	Cooling Vents	 Hive<br/>4 Stinger Charges
2022-05-10	mod	header-he	The Campus	40	Unstable Oscillator	 Pulse<br/>6.5% Cone Size
2022-05-10	mod	header-he	The Campus	40	Trap Electronics Upgrade	 Trap<br/>6.1% Shock Radius
2022-05-10	mod	header-defensive	DZ West	40	Defensive Protocol: Stamina	8.5% Ensnare Resistance 
2022-05-10	mod	header-he	DZ West	40	Delivery System Upgrade	 Seeker Mine<br/>4.2% Damage
2022-05-10	mod	header-he	DZ West	40	Weaved Aramid Fiber	 Shield<br/>4.3% Deflector Damage
2022-05-10	mod	header-he	DZ West	40	Alignment Valve	 Firefly<br/>8.3% Speed
2022-05-10	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2022-05-10	mod	header-utility	Haven	40	Utility System: Electronics	8.6% Skill Duration 
2022-05-10	mod	header-defensive	Haven	40	Defensive Protocol: Stamina	8.3% Blind Deaf Resistance 
2022-05-10	mod	header-he	Haven	40	Cyclone Magazine	 Turret<br/>4.3% Burn Damage
2022-05-10	mod	header-he	Haven	40	Extra Payload	 Hive<br/>4.5% Healing
2022-05-10	mod	header-utility	Benitez	40	Utility System: Assist	10.2% Skill Haste 
2022-05-10	mod	header-defensive	Benitez	40	Defensive Protocol: Resilience	8.5% Disrupt Resistance 
2022-05-10	mod	header-he	Benitez	40	Multi-Tool	 Turret<br/>5.8% Skill Haste
2022-05-10	mod	header-he	Benitez	40	Super Glue	 Pulse<br/>8.7% Effect Duration
2022-05-10	mod	header-he	Benitez	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2022-05-10	mod	header-offensive	DZ South	40	Offensive System: Dexterity	4.5% Critical Hit Chance 
2022-05-10	mod	header-he	DZ South	40	Hollow-point Bullets	 Drone<br/>6.3% Armor Repair
2022-05-10	mod	header-he	DZ South	40	Magnetic Rail	 Turret<br/>4.3% Damage
2022-05-10	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.7% Blast Radius
2022-05-10	mod	header-utility	DZ East	40	Utility Protocol: Intensity	16.2% Repair Skills 
2022-05-10	mod	header-he	DZ East	40	Hydrocloric Infusion	 Chem Launcher<br/>5.8% Skill Haste
2022-05-10	mod	header-he	DZ East	40	Internal Storage	 Hive<br/>4 Stinger Charges
2022-05-10	mod	header-he	DZ East	40	Super Glue	 Pulse<br/>5.0% Skill Haste
2022-05-10	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2022-05-10	mod	header-offensive	Cassie	40	Offensive System: Critical	8.1% Headshot Damage 
2022-05-10	mod	header-he	Cassie	40	Heating Mantle	 Pulse<br/>5.3% Skill Haste
2022-05-10	mod	header-he	Haven	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2022-05-17	mod	header-offensive	White House	40	Offensive System: Dexterity	4.4% Critical Hit Chance 
2022-05-17	mod	header-he	White House	40	Terminal Ballistics	 Drone<br/>2 Extra Bombs
2022-05-17	mod	header-he	White House	40	Magnetic Rail	 Turret<br/>4.1% Damage
2022-05-17	mod	header-he	White House	40	Improved Sticky Payload	 Sticky Bomb<br/>4.9% Blast Radius
2022-05-17	mod	header-defensive	Clan	40	Defensive System: Mending	8.7% Pulse Resistance 
2022-05-17	mod	header-offensive	Clan	40	Offensive System: Dexterity	10.8% Critical Hit Damage 
2022-05-17	mod	header-defensive	Clan	40	Defensive Protocol: Resilience	11.0% Protection from Elites 
2022-05-17	mod	header-he	Clan	40	Super Glue	 Pulse<br/>5.3% Skill Haste
2022-05-17	mod	header-defensive	The Theater	40	Defensive System: Mending	8.3% Ensnare Resistance 
2022-05-17	mod	header-he	The Theater	40	Mini Electric Motor	 Seeker Mine<br/>4.7% Skill Haste
2022-05-17	mod	header-he	The Theater	40	Shape-memory Alloy	 Shield<br/>4.3% Active Regeneration
2022-05-17	mod	header-he	The Theater	40	RAM Surplus	 Firefly<br/>1 Max Targets
2022-05-17	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2022-05-17	mod	header-defensive	DZ West	40	Defensive Protocol: Stamina	16.5% Incoming Repairs 
2022-05-17	mod	header-he	DZ West	40	Ball Bearings	 Seeker Mine<br/>6.4% Health
2022-05-17	mod	header-he	DZ West	40	Dielectric Elastomers	 Shield<br/>4.1% Deflector Damage
2022-05-17	mod	header-he	DZ West	40	RAM Surplus	 Firefly<br/>1 Max Targets
2022-05-17	mod	header-he	DZ West	40	Decoy Projector Internals	 Decoy<br/>6% Duration
2022-05-17	mod	header-defensive	Haven	40	Defensive Protocol: Resilience	15844 Armor on Kill 
2022-05-17	mod	header-offensive	Haven	40	Offensive System: Firearms	4.5% Critical Hit Chance 
2022-05-17	mod	header-he	Haven	40	Delivery System Upgrade	 Seeker Mine<br/>5.0% Skill Haste
2022-05-17	mod	header-he	Haven	40	Cooling Vents	 Hive<br/>4 Stinger Charges
2022-05-17	mod	header-he	Haven	40	Improved Sticky Payload	 Sticky Bomb<br/>4% Burn Duration
2022-05-17	mod	header-utility	The Campus	40	Utility System: Electronics	16.2% Repair Skills 
2022-05-17	mod	header-he	The Campus	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>1 Ammo
2022-05-17	mod	header-he	The Campus	40	Swarm Control	 Hive<br/>4.2% Duration
2022-05-17	mod	header-he	The Campus	40	Heating Mantle	 Pulse<br/>8.5% Effect Duration
2022-05-17	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2022-05-17	mod	header-defensive	Benitez	40	Defensive System: Mending	8.5% Disorient Resistance 
2022-05-17	mod	header-offensive	Benitez	40	Offensive Protocol: Critical	10.0% Critical Hit Damage 
2022-05-17	mod	header-he	Benitez	40	Ammo Box	 Turret<br/>1 Extra Sniper Ammo
2022-05-17	mod	header-he	Benitez	40	Exploded Blueprint	 Pulse<br/>8.5% Effect Duration
2022-05-17	mod	header-he	Benitez	40	Trap Electronics Upgrade	 Trap<br/>5.7% Shock Radius
2022-05-17	mod	header-offensive	DZ South	40	Offensive Protocol: Critical	10.1% Critical Hit Damage 
2022-05-17	mod	header-he	DZ South	40	Reinforced Rotor Blades	 Drone<br/>8.5% Health
2022-05-17	mod	header-he	DZ South	40	Spare Parts	 Turret<br/>1 Extra Sniper Ammo
2022-05-17	mod	header-he	DZ South	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.2% Skill Haste
2022-05-17	mod	header-utility	DZ East	40	Utility System: Electronics	9.9% Skill Haste 
2022-05-17	mod	header-he	DZ East	40	Cell Penetrating Peptide	 Chem Launcher<br/>13.9% Ensnare Health
2022-05-17	mod	header-he	DZ East	40	Extra Payload	 Hive<br/>8.4% Revived Armor
2022-05-17	mod	header-he	DZ East	40	Silicon Carbide Coil	 Pulse<br/>8.5% Radius
2022-05-17	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>6.1% Duration
2022-05-17	mod	header-defensive	Cassie	40	Defensive System: Mending	8.7% Pulse Resistance 
2022-05-17	mod	header-he	Cassie	40	Liquid Metal Microdroplets	 Shield<br/>4.5% Holstered Regeneration
2022-05-24	mod	header-offensive	White House	40	Offensive System: Firearms	10.0% Critical Hit Damage 
2022-05-24	mod	header-he	White House	40	Graphene Battery	 Drone<br/>6.3% Deflect Duration
2022-05-24	mod	header-he	White House	40	SHD CPU V.2	 Turret<br/>5.9% Duration
2022-05-24	mod	header-he	White House	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.9% Blast Radius
2022-05-24	mod	header-defensive	Clan	40	Defensive System: Mending	16,346 Armor on Kill 
2022-05-24	mod	header-he	Clan	40	Trap Electronics Upgrade	 Trap<br/>6.5% Shock Radius
2022-05-24	mod	header-offensive	Clan	40	Offensive Protocol: Critical	4.8% Critical Hit Chance 
2022-05-24	mod	header-he	Clan	40	Polypropylene Recipe	 Chem Launcher<br/>6.2% Radius
2022-05-24	mod	header-defensive	The Theater	40	Defensive Protocol: Stamina	8.2% Ensnare Resistance 
2022-05-24	mod	header-he	The Theater	40	Sturdy Piston	 Seeker Mine<br/>5.8% Healing
2022-05-24	mod	header-he	The Theater	40	Supramolecular Networks	 Shield<br/>4.0 Damage Bonus Per Enemy
2022-05-24	mod	header-he	The Theater	40	Alignment Valve	 Firefly<br/>5.9% Skill Haste
2022-05-24	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2022-05-24	mod	header-utility	The Campus	40	Utility System: Assist	10.1% Skill Haste 
2022-05-24	mod	header-he	The Campus	40	Slip Fit Tube	 Chem Launcher<br/>6.2% Burn Strength
2022-05-24	mod	header-he	The Campus	40	Extra Payload	 Hive<br/>4.2% Damage
2022-05-24	mod	header-he	The Campus	40	Heating Mantle	 Pulse<br/>14.5% Health
2022-05-24	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2022-05-24	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	16.6% Incoming Repairs 
2022-05-24	mod	header-he	DZ West	40	Delivery System Upgrade	 Seeker Mine<br/>4.7% Skill Haste
2022-05-24	mod	header-he	DZ West	40	Magnetostrictive Material	 Shield<br/>1.0 Damage Bonus Per Enemy
2022-05-24	mod	header-he	DZ West	40	Alignment Valve	 Firefly<br/>8.3% Speed
2022-05-24	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>5.5% Health
2022-05-24	mod	header-offensive	DZ South	40	Offensive Protocol: Critical	10.0% Critical Hit Damage 
2022-05-24	mod	header-he	DZ South	40	Electric Soldering Tool	 Drone<br/>6.2% Deflect Duration
2022-05-24	mod	header-he	DZ South	40	Spare Parts	 Turret<br/>1 Extra Sniper Ammo
2022-05-24	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2022-05-24	mod	header-utility	DZ East	40	Utility System: Electronics	15.6% Repair Skills 
2022-05-24	mod	header-he	DZ East	40	PVA Polymer Coating	 Chem Launcher<br/>7.7% Ensnare Duration
2022-05-24	mod	header-he	DZ East	40	Experimental Blend	 Hive<br/>8.4% Revived Armor
2022-05-24	mod	header-he	DZ East	40	Exploded Blueprint	 Pulse<br/>8.6% Effect Duration
2022-05-24	mod	header-he	DZ East	40	Trap Electronics Upgrade	 Trap<br/>5.9% Duration
2022-05-24	mod	header-offensive	Haven	40	Offensive System: Dexterity	4.5% Critical Hit Chance 
2022-05-24	mod	header-defensive	Haven	40	Defensive Protocol: Stamina	11.0% Protection from Elites 
2022-05-24	mod	header-he	Haven	40	Freedom Package	 Drone<br/>8.3% Health
2022-05-24	mod	header-he	Haven	40	Cell Penetrating Peptide	 Chem Launcher<br/>7.8% Ensnare Duration
2022-05-24	mod	header-he	Haven	40	Trap Electronics Upgrade	 Trap<br/>5.7% Duration
2022-05-24	mod	header-offensive	Benitez	40	Offensive System: Dexterity	10.2% Critical Hit Damage 
2022-05-24	mod	header-utility	Benitez	40	Utility Protocol: Intensity	16.2% Repair Skills 
2022-05-24	mod	header-he	Benitez	40	Russian Doll Protocol	 Seeker Mine<br/>5.9% Healing
2022-05-24	mod	header-he	Benitez	40	Extra Payload	 Hive<br/>8.5% Revived Armor
2022-05-24	mod	header-he	Benitez	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2022-05-24	mod	header-defensive	Cassie	40	Defensive System: Mending	16,346 Armor on Kill 
2022-05-24	mod	header-he	Cassie	40	Trap Electronics Upgrade	 Trap<br/>6.5% Shock Radius
2022-05-31	mod	header-offensive	White House	40	Offensive System: Dexterity	10.2% Critical Hit Damage 
2022-05-31	mod	header-he	White House	40	Blitzkrieg Blasting Powder	 Drone<br/>6.5% Duration
2022-05-31	mod	header-he	White House	40	Spare Parts	 Turret<br/>5.8% Duration
2022-05-31	mod	header-he	White House	40	Improved Sticky Launcher	 Sticky Bomb<br/>6.3% Duration
2022-05-31	mod	header-defensive	Clan	40	Defensive Protocol: Resilience	9.0% Blind Deaf Resistance 
2022-05-31	mod	header-he	Clan	40	Brushless DC-motor	 Seeker Mine<br/>4.3% Damage
2022-05-31	mod	header-he	Clan	40	Distributed Architecture	 Pulse<br/>6.6% Cone Size
2022-05-31	mod	header-he	Clan	40	Guiding System	 Firefly<br/>1 Max Targets
2022-05-31	mod	header-defensive	The Theater	40	Defensive Protocol: Resilience	16.8% Incoming Repairs 
2022-05-31	mod	header-he	The Theater	40	Delivery System Upgrade	 Seeker Mine<br/>4.2% Radius
2022-05-31	mod	header-he	The Theater	40	Thermoresponsive Polymer	 Shield<br/>4.1% Deflector Damage
2022-05-31	mod	header-he	The Theater	40	Alignment Valve	 Firefly<br/>5.7% Skill Haste
2022-05-31	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>5.5% Duration
2022-05-31	mod	header-utility	The Campus	40	Utility System: Assist	10.1% Skill Haste 
2022-05-31	mod	header-he	The Campus	40	Disintegrating Links	 Chem Launcher<br/>4.3% Duration
2022-05-31	mod	header-he	The Campus	40	Backpack Battery	 Hive<br/>7.6% Health
2022-05-31	mod	header-he	The Campus	40	Microwave Amplifier	 Pulse<br/>8.7% Radius
2022-05-31	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.3% Duration
2022-05-31	mod	header-defensive	DZ West	40	Defensive System: Mending	11.0% Protection from Elites 
2022-05-31	mod	header-he	DZ West	40	RDX Pellet Payload	 Seeker Mine<br/>6.0% Healing
2022-05-31	mod	header-he	DZ West	40	Cementitious Material	 Shield<br/>4.3% Active Regeneration
2022-05-31	mod	header-he	DZ West	40	Guiding System	 Firefly<br/>1 Max Targets
2022-05-31	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-05-31	mod	header-offensive	DZ South	40	Offensive Protocol: Critical	7.6% Headshot Damage 
2022-05-31	mod	header-he	DZ South	40	Terminal Ballistics	 Drone<br/>8.3m Scan Range
2022-05-31	mod	header-he	DZ South	40	Carbon Fiber Barrel	 Turret<br/>5.8% Duration
2022-05-31	mod	header-he	DZ South	40	Improved Sticky Payload	 Sticky Bomb<br/>4.7% Blast Radius
2022-05-31	mod	header-utility	DZ East	40	Utility System: Electronics	8.5% Skill Duration 
2022-05-31	mod	header-he	DZ East	40	Hydrocloric Infusion	 Chem Launcher<br/>1 Ammo
2022-05-31	mod	header-he	DZ East	40	Steel Harness	 Hive<br/>4.0% Radius
2022-05-31	mod	header-he	DZ East	40	Exploded Blueprint	 Pulse<br/>8.5% Effect Duration
2022-05-31	mod	header-he	DZ East	40	Trap Charge Improvement	 Trap<br/>4.2% Duration
2022-05-31	mod	header-defensive	Haven	40	Defensive System: Mending	17.0% Incoming Repairs 
2022-05-31	mod	header-utility	Haven	40	Utility Protocol: Intensity	10.1% Skill Haste 
2022-05-31	mod	header-he	Haven	40	Spare Parts	 Turret<br/>1 Extra Sniper Ammo
2022-05-31	mod	header-he	Haven	40	Tungsten Compound	 Firefly<br/>6.0% Blind Effect Duration
2022-05-31	mod	header-he	Haven	40	Improved Sticky Payload	 Sticky Bomb<br/>6.4% Damage
2022-05-31	mod	header-offensive	Benitez	40	Offensive System: Dexterity	10.0% Critical Hit Damage 
2022-05-31	mod	header-utility	Benitez	40	Utility Protocol: Intensity	10.1% Skill Haste 
2022-05-31	mod	header-he	Benitez	40	SHD CPU V.2	 Turret<br/>5.9% Skill Haste
2022-05-31	mod	header-he	Benitez	40	Internal Storage	 Hive<br/>4 Repair Charges
2022-05-31	mod	header-he	Benitez	40	Improved Sticky Payload	 Sticky Bomb<br/>4.0% Burn Duration
2022-05-31	mod	header-defensive	Cassie	40	Defensive Protocol: Resilience	9.0% Blind Deaf Resistance 
2022-05-31	mod	header-he	Cassie	40	Brushless DC-motor	 Seeker Mine<br/>4.3% Damage
2022-06-07	mod	header-offensive	White House	40	Offensive Protocol: Critical	7.4% Headshot Damage 
2022-06-07	mod	header-he	White House	40	Blitzkrieg Blasting Powder	 Drone<br/>6.4% Duration
2022-06-07	mod	header-he	White House	40	Cyclone Magazine	 Turret<br/>4.3% Burn Damage
2022-06-07	mod	header-he	White House	40	Improved Sticky Launcher	 Sticky Bomb<br/>4.9% Blast Radius
2022-06-07	mod	header-utility	Clan	40	Utility Protocol: Intensity	10.6% Skill Haste 
2022-06-07	mod	header-utility	Clan	40	Defensive Protocol: Stamina	8.6% Shock Resistance 
2022-06-07	mod	header-offensive	Clan	40	Offensive System: Dexterity	5.0% Critical Hit Chance 
2022-06-07	mod	header-he	Clan	40	Microwave Amplifier	 Pulse<br/>9.2% Radius
2022-06-07	mod	header-defensive	The Theater	40	Defensive System: Mending	8.2% Bleed Resistance 
2022-06-07	mod	header-he	The Theater	40	Russian Doll Protocol	 Seeker Mine<br/>4.8% Skill Haste
2022-06-07	mod	header-he	The Theater	40	Titanium Reinforcement	 Shield<br/>4.3% Active Regeneration
2022-06-07	mod	header-he	The Theater	40	Alignment Valve	 Firefly<br/>5.9% Skill Haste
2022-06-07	mod	header-he	The Theater	40	Decoy Projector Internals	 Decoy<br/>6.0% Duration
2022-06-07	mod	header-utility	The Campus	40	Utility System: Assist	10.1% Skill Haste 
2022-06-07	mod	header-he	The Campus	40	Pharmacokinetic Enhancer	 Chem Launcher<br/>1 Ammo
2022-06-07	mod	header-he	The Campus	40	Nitroglycerin Mixture	 Hive<br/>4 Stim Charges
2022-06-07	mod	header-he	The Campus	40	Distributed Architecture	 Pulse<br/>8.5% Radius
2022-06-07	mod	header-he	The Campus	40	Trap Charge Improvement	 Trap<br/>4.1% Duration
2022-06-07	mod	header-defensive	DZ West	40	Defensive Protocol: Resilience	15844 Armor on Kill 
2022-06-07	mod	header-he	DZ West	40	Larrea Tridentata Infusion	 Seeker Mine<br/>5.9% Healing
2022-06-07	mod	header-he	DZ West	40	Weaved Aramid Fiber	 Shield<br/>4.3% Deflector Damage
2022-06-07	mod	header-he	DZ West	40	Tungsten Compound	 Firefly<br/>6.1% Damage
2022-06-07	mod	header-he	DZ West	40	Decoy Housing Shell	 Decoy<br/>6.0% Health
2022-06-07	mod	header-offensive	DZ South	40	Offensive System: Firearms	10.1% Critical Hit Damage 
2022-06-07	mod	header-he	DZ South	40	Explosive Requisition	 Drone<br/>2 Extra Bombs
2022-06-07	mod	header-he	DZ South	40	Multi-Tool	 Turret<br/>6.1% Duration
