DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1_icon	attribute1_value	attribute1_type	attribute2_icon	attribute2_value	attribute2_type	attribute3_icon	attribute3_value	attribute3_type
2022-05-10	weapon	header-he	シアター	40	USC .45 ACP	98,255	420	20	ビンディクティブ	icon-weapons	7.8	ライフルダメージ	icon-weapons	16.0	クリティカルダメージ	icon-weapons	5.0	アーマーへのダメージ
2022-05-10	weapon	header-named	キャンパス	40	タブラ・ラーサ	59,705	610	30	パーフェクト・ステディハンド	icon-weapons	8.1	LMGダメージ	icon-weapons	12.0	カバー外のターゲットへのダメージ	icon-weapons	4.0	アーマーへのダメージ
2022-05-10	weapon	header-he	キャンパス	40	SR-1	357,291	60	5	レンジャー	icon-weapons	15.0	マークスマンライフルダメージ	icon-weapons	81.0	ヘッドショットダメージ上昇	icon-weapons	5.5	HPダメージ
2022-05-10	weapon	header-he	キャンパス	40	クラシック RPK-74	55,474	650	45	レンジャー	icon-weapons	15.0	LMGダメージ	icon-weapons	5.0	カバー外のターゲットへのダメージ	icon-weapons	20.5	最適射程
2022-05-10	weapon	header-named	DZウエスト	40	バックアップブームスティック	620,556	200	2	スパイク	icon-weapons	17.0	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	HPダメージ
2022-05-10	weapon	header-he	DZウエスト	40	タクティカル SASG-12 K	364,812	180	7	オプティミスト	icon-weapons	11.0	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	8.8	命中率
2022-05-10	weapon	header-he	DZウエスト	40	SIG 716 CQB	99,665	320	20	ブーメラン	icon-weapons	13.2	ライフルダメージ	icon-weapons	15.0	クリティカルダメージ	icon-weapons	3.5	HPダメージ
2022-05-10	weapon	header-he	ヘイヴン	40	ブラックマーケット AK-M	60,645	600	30	リフォーメーション	icon-weapons	5.3	アサルトライフルダメージ	icon-weapons	18.0	HPダメージ	icon-weapons	10.0	クリティカルダメージ
2022-05-10	weapon	header-he	ヘイヴン	40	パラトルーパー SVD	159,841	260	10	インシンク	icon-weapons	10.1	マークスマンライフルダメージ	icon-weapons	88.0	ヘッドショットダメージ上昇	icon-weapons	9.8	命中率
2022-05-10	weapon	header-he	ヘイヴン	40	ミリタリー Mk17	116,120	275	20	オプティミスト	icon-weapons	15.0	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	4.5	HPダメージ
2022-05-10	weapon	header-he	ヘイヴン	40	カスタム PF45	82,741	370	15	クイックハンド	icon-weapons	8.6	ピストルダメージ	icon-weapons	8.0	HPダメージ			
2022-05-10	weapon	header-he	DZサウス	40	CMMG バンシー	50,303	900	32	インシンク	icon-weapons	4.5	SMGダメージ	icon-weapons	19.0	クリティカル率	icon-weapons	4.6	連射速度
2022-05-10	weapon	header-he	DZサウス	40	FAL SA-58	56,885	650	20	ブレッドバスケット	icon-weapons	11.0	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	7.0	クリティカル率
2022-05-10	weapon	header-he	DZサウス	40	オフィサー M9 A1	81,801	350	20	リフォーメーション	icon-weapons	7.4	ピストルダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ			
2022-05-10	weapon	header-he	ベニテス	40	SRS A1	338,957	60	7	オプティミスト	icon-weapons	6.5	マークスマンライフルダメージ	icon-weapons	95.0	ヘッドショットダメージ上昇	icon-weapons	12.5	装弾数
2022-05-10	weapon	header-he	ベニテス	40	M16A2	84,622	400	30	レンジャー	icon-weapons	10.7	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-10	weapon	header-he	ベニテス	40	M45A1	98,725	310	7	フィニッシャー	icon-weapons	10.8	ピストルダメージ	icon-weapons	7.0	HPダメージ			
2022-05-10	weapon	header-he	ベニテス	40	カスタム P416 G3	47,952	750	30	ニアサイテッド	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-10	weapon	header-he	DZイースト	40	サープラス SVD	159,841	260	10	レンジャー	icon-weapons	11.0	マークスマンライフルダメージ	icon-weapons	90.0	ヘッドショットダメージ上昇	icon-weapons	7.0	クリティカルダメージ
2022-05-10	weapon	header-he	DZイースト	40	クラシック M60	63,466	500	100	ステディハンド	icon-weapons	10.4	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2022-05-10	weapon	header-named	キャシー	40	インビジブルハンド	51,243	680	30	パーフェクト・アレグロ	icon-weapons	13.8	アサルトライフルダメージ	icon-weapons	11.5	HPダメージ	icon-weapons	8.0	クリティカル率
2022-05-10	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	13.6	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	9.1	命中率
2022-05-10	weapon	header-he	キャシー	40	FAL SA-58 Para	56,885	650	20	レンジャー	icon-weapons	11.4	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	5.0	アーマーへのダメージ
2022-05-10	weapon	header-he	キャシー	40	ダブルバレル ソードオフ	620,556	200	2	パンプアップ	icon-weapons	10.3	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-10	weapon	header-named	カウントダウン	40	インビジブルハンド	51,243	680	30	パーフェクト・アレグロ	icon-weapons	13.8	アサルトライフルダメージ	icon-weapons	11.5	HPダメージ	icon-weapons	8.0	クリティカル率
2022-05-10	weapon	header-named	カウントダウン	40	セーフティディスタンス	53,124	850	30	パーフェクト・アウトサイダー	icon-weapons	13.6	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	9.1	命中率
2022-05-10	weapon	header-he	ホワイトハウス	40	FAL SA-58 Para	56,885	650	20	レンジャー	icon-weapons	10.6	アサルトライフルダメージ	icon-weapons	14.5	HPダメージ	icon-weapons	5.0	アーマーへのダメージ
2022-05-10	weapon	header-he	クランショップ	40	M1911	101,076	310	7	リフォーメーション	icon-weapons	11.9	ピストルダメージ	icon-weapons	5.0	アーマーへのダメージ			
2022-05-17	weapon	header-he	ホワイトハウス	40	ポリス UMP-45	65,817	600	30	オプティミスト	icon-weapons	10.7	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	7.5	HPダメージ
2022-05-17	weapon	header-he	ホワイトハウス	40	ACR	53,124	650	30	メジャード	icon-weapons	13.1	アサルトライフルダメージ	icon-weapons	18.5	HPダメージ	icon-weapons	5.0	クリティカルダメージ
2022-05-17	weapon	header-he	ホワイトハウス	40	ポリス 686 マグナム	190,339	160	6	プリザベーション	icon-weapons	10.2	ピストルダメージ	icon-weapons	17.5	最適射程			
2022-05-17	weapon	header-named	クランショップ	40	イキムロングスティック	399,602	54	7	パーフェクト・レンジャー	icon-weapons	11.5	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	7.5	クリティカル率
2022-05-17	weapon	header-he	クランショップ	40	SR-1	357,291	60	5	リフォーメーション	icon-weapons	15.0	マークスマンライフルダメージ	icon-weapons	99.0	ヘッドショットダメージ上昇	icon-weapons	5.0	クリティカル率
2022-05-17	weapon	header-he	クランショップ	40	タクティカル スーパー 90 SBS	440,031	160	8	サディスト	icon-weapons	9.6	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	13.6	切り替え速度
2022-05-17	weapon	header-he	クランショップ	40	ストーナー LAMG	47,952	580	200	オーバーウェルム	icon-weapons	15.0	LMGダメージ	icon-weapons	11.0	カバー外のターゲットへのダメージ	icon-weapons	14.5	最適射程
2022-05-17	weapon	header-he	クランショップ	40	M700 タクティカル	376,096	54	7	ストレインド	icon-weapons	6.8	マークスマンライフルダメージ	icon-weapons	110.0	ヘッドショットダメージ上昇	icon-weapons	8.0	カバー外のターゲットへのダメージ
2022-05-17	weapon	header-he	ヘイヴン	40	G36 C	48,892	750	30	フラットライン	icon-weapons	12.2	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	6.9	安定性
2022-05-17	weapon	header-he	ヘイヴン	40	M700 タクティカル	376,096	54	7	接近戦	icon-weapons	11.0	マークスマンライフルダメージ	icon-weapons	96.0	ヘッドショットダメージ上昇	icon-weapons	18.5	最適射程
2022-05-17	weapon	header-he	ヘイヴン	40	ポリス Mk17	116,120	275	20	ステディハンド	icon-weapons	9.7	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	6.5	HPダメージ
2022-05-17	weapon	header-he	ヘイヴン	40	ダイセロス	169,243	180	6	クイックハンド	icon-weapons	11.4	ピストルダメージ	icon-weapons	3.7	連射速度			
2022-05-17	weapon	header-named	DZウエスト	40	ロックンロール	169,243	300	20	パーフェクト・エクストラ	icon-weapons	8.7	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	4.0	連射速度
2022-05-17	weapon	header-he	DZウエスト	40	タクティカル SASG-12 K	364,812	180	7	キラー	icon-weapons	12.5	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	クリティカルダメージ
2022-05-17	weapon	header-he	DZウエスト	40	ミリタリー Mk17	116,120	275	20	ストレインド	icon-weapons	11.3	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	7.5	クリティカル率
2022-05-17	weapon	header-he	シアター	40	SPAS-12	646,883	70	8	フューチャーパーフェクト	icon-weapons	10.8	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	11.9	切り替え速度
2022-05-17	weapon	header-he	シアター	40	ライトウェイト M4	103,987	360	30	接近戦	icon-weapons	8.7	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	9.38	安定性
2022-05-17	weapon	header-named	キャンパス	40	ニューリアライザブル	55,474	650	45	パーフェクト・オプティマイズド	icon-weapons	11.1	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	6.5	クリティカル率
2022-05-17	weapon	header-he	キャンパス	40	M700 カーボン	376,096	54	7	ファーストブラッド	icon-weapons	11.9	マークスマンライフルダメージ	icon-weapons	92.0	ヘッドショットダメージ上昇	icon-weapons	7.8	リロード速度
2022-05-17	weapon	header-he	キャンパス	40	ストーナー LAMG	47,952	580	200	オーバーウェルム	icon-weapons	10.2	LMGダメージ	icon-weapons	11.0	カバー外のターゲットへのダメージ	icon-weapons	4.0	クリティカル率
2022-05-17	weapon	header-named	カウントダウン	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	10.2	マークスマンライフルダメージ	icon-weapons	96.0	ヘッドショットダメージ上昇	icon-weapons	12.9	切り替え速度
2022-05-17	weapon	header-named	カウントダウン	40	グローリーデーズ	47,952	750	30	パーフェクト・ニアサイテッド	icon-weapons	11.5	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-17	weapon	header-he	ベニテス	40	G36 C	48,892	750	30	接近戦	icon-weapons	10.6	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-17	weapon	header-he	ベニテス	40	ミリタリー M60 E4	61,116	500	100	アンヒンジド	icon-weapons	11.8	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	6.0	クリティカル率
2022-05-17	weapon	header-he	ベニテス	40	SASG-12	364,812	180	7	フューチャーパーフェクト	icon-weapons	8.7	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	9.0	クリティカルダメージ
2022-05-17	weapon	header-he	ベニテス	40	ポリス 686 マグナム	190,339	160	6	フューチャーパーフェクト	icon-weapons	7.6	ピストルダメージ	icon-weapons	10.0	ヘッドショットダメージ上昇			
2022-05-17	weapon	header-he	DZサウス	40	エンハンスド PP-19	59,705	700	53	インシンク	icon-weapons	13.4	SMGダメージ	icon-weapons	12.0	クリティカル率	icon-weapons	7.1	安定性
2022-05-17	weapon	header-he	DZサウス	40	AUG A3-CQC	51,243	680	30	インシンク	icon-weapons	10.3	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	6.0	アーマーへのダメージ
2022-05-17	weapon	header-he	DZサウス	40	ダイセロス(短)	169,243	180	6	ストレインド	icon-weapons	11.3	ピストルダメージ	icon-weapons	7.5	クリティカル率			
2022-05-17	weapon	header-named	DZイースト	40	コマンドー	159,841	260	10	パーフェクト・ネイキッド	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	9.5	装弾数
2022-05-17	weapon	header-he	DZイースト	40	SR-1	357,291	60	5	サディスト	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	7.5	HPダメージ
2022-05-17	weapon	header-he	DZイースト	40	ミリタリー M60 E4	61,116	500	100	ストレインド	icon-weapons	9.8	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-17	weapon	header-named	キャシー	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	10.2	マークスマンライフルダメージ	icon-weapons	96.0	ヘッドショットダメージ上昇	icon-weapons	12.9	切り替え速度
2022-05-17	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	11.5	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-17	weapon	header-he	キャシー	40	ポリス T821	66,757	550	32	ストレインド	icon-weapons	6.8	SMGダメージ	icon-weapons	20.5	クリティカル率	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-17	weapon	header-he	キャシー	40	マリンスーパー 90	440,031	160	8	フラットライン	icon-weapons	10.3	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-24	weapon	header-named	ホワイトハウス	40	モザンビークスペシャル	98,725	310	18	パーフェクト・ブレッドバスケット	icon-weapons	6.7	ピストルダメージ	icon-weapons	23.5	最適射程			
2022-05-24	weapon	header-he		40	CMMG バンシー	50,303	900	32	接近戦	icon-weapons	9.7	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	7.5	HPダメージ
2022-05-24	weapon	header-he	ホワイトハウス	40	G36 エンハンスド	48,892	750	30	ステディハンド	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	8.7	リロード速度
2022-05-24	weapon	header-he	ホワイトハウス	40	M45A1	98,725	310	7	サディスト	icon-weapons	11.0	ピストルダメージ	icon-weapons	5.0	アーマーへのダメージ			
2022-05-24	weapon	header-named	クランショップ	40	セーフティディスタンス	53,124	850	30	パーフェクト・アウトサイダー	icon-weapons	11.9	SMGダメージ	icon-weapons	16.5	クリティカル率	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-24	weapon	header-he	クランショップ	40	MP5-N	51,713	800	32	インシンク	icon-weapons	11.4	SMGダメージ	icon-weapons	15.5	クリティカル率	icon-weapons	10.4	安定性
2022-05-24	weapon	header-he	クランショップ	40	モデル 700	399,602	54	7	ステディハンド	icon-weapons	11.7	マークスマンライフルダメージ	icon-weapons	95.0	ヘッドショットダメージ上昇	icon-weapons	5.0	アーマーへのダメージ
2022-05-24	weapon	header-he	クランショップ	40	ACS-12	169,243	300	20	インシンク	icon-weapons	10.4	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-24	weapon	header-he	クランショップ	40	MP5 ST	51,713	800	32	レンジャー	icon-weapons	11.3	SMGダメージ	icon-weapons	17.0	クリティカル率	icon-weapons	19.0	最適射程
2022-05-24	weapon	header-named	シアター	40	ツナミ	364,812	180	7	パーフェクト・パムル	icon-weapons	12.9	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	8.5	装弾数
2022-05-24	weapon	header-he	シアター	40	スーパー 90	440,031	160	8	アイレス	icon-weapons	9.5	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	11.9	命中率
2022-05-24	weapon	header-he	シアター	40	ポリス Mk17	116,120	275	20	ビンディクティブ	icon-weapons	9.8	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	8.0	クリティカル率
2022-05-24	weapon	header-named	キャンパス	40	ホワイトデス	423,108	55	5	ファーストブラッド	icon-weapons	10.8	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	6.5	クリティカル率
2022-05-24	weapon	header-he	キャンパス	40	g28	146,677	275	20	レンジャー	icon-weapons	10.8	マークスマンライフルダメージ	icon-weapons	98.0	ヘッドショットダメージ上昇	icon-weapons	3.8	連射速度
2022-05-24	weapon	header-he	キャンパス	40	M249 B	56,414	550	100	プリザベーション	icon-weapons	9.9	LMGダメージ	icon-weapons	11.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2022-05-24	weapon	header-named	DZウエスト	40	ロックンロール	169,243	300	20	パーフェクト・エクストラ	icon-weapons	10.8	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	HPダメージ
2022-05-24	weapon	header-he	DZウエスト	40	SIX12	451,314	170	6	スパイク	icon-weapons	9.7	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	9.2	リロード速度
2022-05-24	weapon	header-he	DZウエスト	40	ミリタリー Mk17	116,120	275	20	ブレッドバスケット	icon-weapons	14.1	ライフルダメージ	icon-weapons	11.0	クリティカルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-24	weapon	header-named	DZサウス	40	TDI 「ケルド」 カスタム	109,068	310	18	ストレインド	icon-weapons	11.0	ピストルダメージ	icon-weapons	1.0	スキルクラス			
2022-05-24	weapon	header-he	DZサウス	40	MP5 ST	51,713	800	32	接近戦	icon-weapons	10.2	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-24	weapon	header-he	DZサウス	40	SOCOM Mk16	55,504	625	30	ブレッドバスケット	icon-weapons	9.9	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	22.5	最適射程
2022-05-24	weapon	header-he	DZサウス	40	ミリタリー M9	81,801	350	15	フィニッシャー	icon-weapons	11.3	ピストルダメージ	icon-weapons	3.9	連射速度			
2022-05-24	weapon	header-named	DZイースト	40	カーネッジ	37,610	850	100	サディスト	icon-weapons	10.6	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	装弾数
2022-05-24	weapon	header-he	DZイースト	40	M700 カーボン	376,096	54	7	ネイキッド	icon-weapons	10.6	マークスマンライフルダメージ	icon-weapons	88.0	ヘッドショットダメージ上昇	icon-weapons	3.7	連射速度
2022-05-24	weapon	header-he	DZイースト	40	IWI ネゲブ	37,610	850	100	フレンジー	icon-weapons	11.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	12.4	切り替え速度
2022-05-24	weapon	header-he	ヘイヴン	40	エンハンスド AUG A3P	57,825	725	25	キラー	icon-weapons	9.7	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	5.0	アーマーへのダメージ
2022-05-24	weapon	header-he	ヘイヴン	40	モデル 700	399,602	54	7	ネイキッド	icon-weapons	11.5	マークスマンライフルダメージ	icon-weapons	104.0	ヘッドショットダメージ上昇	icon-weapons	6.0	リロード速度
2022-05-24	weapon	header-he	ヘイヴン	40	ACS-12	169,243	300	20	インシンク	icon-weapons	10.6	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	5.5	クリティカル率
2022-05-24	weapon	header-he	ヘイヴン	40	M45A1	98,725	310	7	接近戦	icon-weapons	11.3	ピストルダメージ	icon-weapons	7.0	HPダメージ			
2022-05-24	weapon	header-he	ベニテス	40	MP5 ST	51,713	800	32	ステディハンド	icon-weapons	11.0	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-24	weapon	header-he	ベニテス	40	モデル 700	399,602	54	7	フューチャーパーフェクト	icon-weapons	12.2	マークスマンライフルダメージ	icon-weapons	91.0	ヘッドショットダメージ上昇	icon-weapons	4.0	アーマーへのダメージ
2022-05-24	weapon	header-he	ベニテス	40	ミリタリー M870	695,775	75	5	ブレッドバスケット	icon-weapons	10.4	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	HPダメージ
2022-05-24	weapon	header-he	ベニテス	40	M45A1	98,725	310	7	イグナイテッド	icon-weapons	10.1	ピストルダメージ	icon-weapons	7.5	クリティカル率			
2022-05-24	weapon	header-named	カウントダウン	40	スワップチェーン	47,952	950	40	パーフェクト・アンウェイバリング	icon-weapons	11.0	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	15.0	切り替え速度
2022-05-24	weapon	header-named	カウントダウン	40	ホワイトデス	423,108	55	5	キラー	icon-weapons	11.6	マークスマンライフルダメージ	icon-weapons	137.0	ヘッドショットダメージ上昇	icon-weapons	10.1	命中率
2022-05-24	weapon	header-named	キャシー	40	スワップチェーン	47,952	950	40	パーフェクト・アンウェイバリング	icon-weapons	11.0	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	15.0	切り替え速度
2022-05-24	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	11.6	アサルトライフルダメージ	icon-weapons	16.0	HPダメージ	icon-weapons	10.1	命中率
2022-05-24	weapon	header-he	キャシー	40	FAL SA-58	56,885	650	20	イグナイテッド	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-24	weapon	header-he	キャシー	40	M1A CQB	156,080	320	10	レンジャー	icon-weapons	11.3	ライフルダメージ	icon-weapons	14.0	クリティカルダメージ	icon-weapons	19.0	最適射程
2022-05-31	weapon	header-named	ホワイトハウス	40	パイロマニアック	44,191	850	30	パーフェクト・イグナイテッド	icon-weapons	11.0	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	8.0	クリティカルダメージ
2022-05-31	weapon	header-he	ホワイトハウス	40	タクティカル ヴェクター SBR 9mm	42,311	1200	19	リフォーメーション	icon-weapons	9.5	SMGダメージ	icon-weapons	13.0	クリティカル率	icon-weapons	10.8	安定性
2022-05-31	weapon	header-he	ホワイトハウス	40	カービン 7	47,012	790	30	オーバーフロー	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-31	weapon	header-he	ホワイトハウス	40	X-45 タクティカル	76,630	400	15	インシンク	icon-weapons	10.2	ピストルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ			
2022-05-31	weapon	header-he	クランショップ	40	クラシック RPK-74	55,474	650	45	フラットライン	icon-weapons	15.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	12.2	切り替え速度
2022-05-31	weapon	header-he	クランショップ	40	モデル 700	399,602	54	7	インシンク	icon-weapons	12.1	マークスマンライフルダメージ	icon-weapons	104.0	ヘッドショットダメージ上昇	icon-weapons	7.0	カバー外のターゲットへのダメージ
2022-05-31	weapon	header-he	クランショップ	40	ブラックマーケット M60 E6	61,116	500	100	接近戦	icon-weapons	12.6	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-31	weapon	header-named	シアター	40	ザ・モップ	451,314	170	6	アイレス	icon-weapons	12.2	ショットガンダメージ	icon-weapons	7.0	アーマーへのダメージ	icon-weapons	10.0	キルによるアーマー
2022-05-31	weapon	header-he	シアター	40	ダブルバレル ソードオフ	620,556	200	2	ステディハンド	icon-weapons	10.5	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	7.0	クリティカルダメージ
2022-05-31	weapon	header-he	シアター	40	1886	342,247	100	5	ステディハンド	icon-weapons	11.0	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-31	weapon	header-named	キャンパス	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	11.9	マークスマンライフルダメージ	icon-weapons	97.0	ヘッドショットダメージ上昇	icon-weapons	6.0	クリティカル率
2022-05-31	weapon	header-he	キャンパス	40	タクティカル .308		70	8	ブレッドバスケット	icon-weapons	11.3	マークスマンライフルダメージ	icon-weapons	94.0	ヘッドショットダメージ上昇	icon-weapons	9.0	リロード速度
2022-05-31	weapon	header-he	キャンパス	40	クラシック RPK-74	55,474	650	45	持続力	icon-weapons	11.8	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-31	weapon	header-named	カウントダウン	40	グローリーデーズ	47,952	750	30	パーフェクト・ニアサイテッド	icon-weapons	11.5	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	12.7	切り替え速度
2022-05-31	weapon	header-named	DZウエスト	40	バージニアン	342,247	100	5	パーフェクト・ブーメラン	icon-weapons	10.4	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	7.5	HPダメージ
2022-05-31	weapon	header-he	DZウエスト	40	カスタム M870 MCS	695,775	75	5	インシンク	icon-weapons	9.9	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	7.0	クリティカルダメージ
2022-05-31	weapon	header-he	DZウエスト	40	1886	342,247	100	5	ストレインド	icon-weapons	7.3	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	5.0	連射速度
2022-05-31	weapon	header-named	DZサウス	40	アパートメント	53,124	850	30	パーフェクト・メジャード	icon-weapons	11.5	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	6.5	HPダメージ
2022-05-31	weapon	header-he	DZサウス	40	M1928	70,518	600	30	アンウェイバリング	icon-weapons	11.7	SMGダメージ	icon-weapons	12.5	クリティカル率	icon-weapons	9.0	ヘッドショットダメージ上昇
2022-05-31	weapon	header-he	DZサウス	40	タクティカル Mk 16	55,504	625	30	ビンディクティブ	icon-weapons	9.5	アサルトライフルダメージ	icon-weapons	9.0	HPダメージ	icon-weapons	6.0	アーマーへのダメージ
2022-05-31	weapon	header-he	DZサウス	40	Px4 ストームType F	79,920	380	17	ストレインド	icon-weapons	8.7	ピストルダメージ	icon-weapons	9.3	安定性			
2022-05-31	weapon	header-named	DZイースト	40	ザ・ダークネス	143,857	282	20	アイレス	icon-weapons	10.2	マークスマンライフルダメージ	icon-weapons	102.0	ヘッドショットダメージ上昇	icon-weapons	13.5	最適射程
2022-05-31	weapon	header-he	DZイースト	40	g28	146,677	275	20	ファーストブラッド	icon-weapons	10.7	ヘッドショットダメージ上昇	icon-weapons	77.0	ヘッドショットダメージ上昇	icon-weapons	9.8	リロード速度
2022-05-31	weapon	header-he	DZイースト	40	M249 B	56,414	550	100	ストレインド	icon-weapons	9.8	LMGダメージ	icon-weapons	12.0	カバー外のターゲットへのダメージ	icon-weapons	8.0	ヘッドショットダメージ上昇
2022-05-31	weapon	header-he	ヘイヴン	40	エンハンスド AUG A3P	57,825	725	25	ステディハンド	icon-weapons	8.7	SMGダメージ	icon-weapons	21.0	クリティカル率	icon-weapons	7.5	装弾数
